Lang,Text,Author,Service
en,rt cheruiyotkb emergency fund cover sudden unexpected cost e g medical bill car repair job loss also help avoid relia,Hmmm88223037,insurance
en,"@spandanvyas SBI credit card for online purchases gives 5% cashback everytime, upto 1L per month spend. Need one other card for offline cashback, maybe flipkart axis bank or hdfc millenial card. Then you don't need any other miles or anything, these take care of all things except lounge acces",sardarji_money,card
en,kabiraakahe dear sir would like evaluate case help best possible solution request dm registered mobile number e mail id policy detail u analyze update earliest regard tata aig general insurance co ltd,TATAAIGIndia,insurance
en,@chetansha_ It seems that you have reached the daily  cash withdrawal limit in your account through debit card. To know detailed information on this please visit at this link https://t.co/EGw7JOQZSQ,TheOfficialSBI,card
en,@HDFC_Bank it's taking months time to process loan account. Keep some responsible team. Very disgusting.,navnayak77,loan
en,rt subhrabera tata crucible an b bajaj allianz general insurance followed amp participated fb instagram twitter linkedin platfo,SubhraBera17,insurance
en,"PRIME Deal:

Sony WH-1000XM4 - Wireless Noise Cancellation Bluetooth Headphones

at Rs.15,740 💥 (Effectively)

🏷 FLAT Rs.3,250 Off with SBI / ICICI Credit Card 
or Rs.2000 Off with All bank cards

🔗 https://t.co/1Tydfw1eWJ",jawdroppingoff,card
en,bajaj finserv using app saying install unauthorised app using name bajaj card taking credit card detail hacking credit card,iamitsrivastav,card
en,"@HDFCBank_Cares 🏧 used Axis Bank 🏧 , card - HDFC Times point platinum debit card - last 4 digit debit card no is *****1565,
Name Jayanta Kumar palai

You've withdrawn Rs.4000 On HDFC Bank Debit Card xx1565 At RANGPO BRANCH On 2023-07-08:10:39:53 Avl bal: Rs.96.85 Not you?Call 18002586161 @RBI",Joy58478352,card
en,"Day 1 Reminder for Non Deliverance of 2months+  SBI Credit Card @SBICard_Connect @TheOfficialSBI
#SBI_Bank #SBI #PaytmSBICard https://t.co/IhenGR1ZkG",Pratheek__Hegde,card
en,rt stock precision u ethanol popular investment theme blending petrol alcoholic drink hand sanitizers antisept,SameerMenon1,investment
en,"RT @DrSenthil_MDRD: Standing commitee of Health and Family Welfare Interacted in #Mumbai with representatives of
SBI
BOB
Union Bank
Central…",ManapparaiDmk,loan
en,hi join start earning money sofi checking saving earn apy pay account fee use link sign get bonus set direct deposit http co mewhkweau,2muchtruth59,savings
en,@TheOfficialSBI hello sbi today visited sbi bombay hospital indore branch for debit card collection but people are on lunch with everything is in lock. Branch manager amar kumar talked very rudely. He is talking like he is the owner of bank. I am very unhappy,bhupenderkapoor,card
en,bajaj finserv sanjivrbajaj bajaj finance closed bajaj finserv loan yr amount deducted c without taking concern bajaj auto cd spfex dr loan finance connect provide account detail,VidarbhaFarmer,loan
en,glad prime minister investing future providing laptop youth loan student pakistan pmshehbazspeed,qureshi_ri90914,loan
en,concern ril demerger amp emergence jio financial service bajaj finance amp tata capital start getting pesky call jio finance also offering loan,sunilrathi123,loan
en,hacksultan isa income share agreement really great alternative student loan school like lifeatpurdue lcfalconsfb organization offer student isa though depends course study year study salary range course graduation,horlamidey__,loan
en,leadershipacad bank kid deposit family safe pay interest saving,joethelandguy,savings
en,"HP Victus AMD Ryzen 5 Laptop (16.1 inch, 8GB, 512GB, Windows 11, MS Office, NVIDIA GeForce GTX 1650)

Deal Price: Rs 57,999

HDFC/ICICI Bank Credit Card Price: Rs 54,999

Offer Link: https://t.co/6tnPhcyELZ

#Croma - A Tata Enterprise (Wishlist Sale)

#Ad",discountsdeck,card
en,despite higher cost fund nbfcs hsg fin co insurance co report strong q growth nishchint chawate kotak instnl equity tell latha venkatesh explains like watch http co wk k dc w,CNBCTV18News,insurance
en,"ICICI has also foreclosed the loan without my consent and levied charges of foreclosure on my credit card. Since 5 days running pillars to post with customer care, bank branch,RM, etc. Nobody is providing the solution. Extremely disappointed.",ushma_28,loan
en,theyseeghost majority monies gone govt money money say imagine bank gave billion running trillion would bank still standing bank decide want give loan right,1Porbenihere,loan
en,hello sanjay kumar life advisor kotak life insurance ltd please feel free call write skumar jsr gmail com happy help http co f fforpaok,skumar20081982,insurance
en,"@TheOfficialSBI Submitted on crm as per your instruction. If children pursuing BE with computer science at such renowned institute BITS PILANI will not get a loan for education being a customer of sbi, then when will the bank play its responsibility/role for students?",PramodJ56884060,loan
en,"No solution provided by axis bank ..my emi is 448 and I have 500 balance in my account but they charge 400 for bounce of emi and after cutting of emi 448 my remaining amount of loan is 896 but the loan account show the amount of 1789 they charge 1789
@AxisBankSupport 
@AxisBank",artiChoudh71256,loan
en,navigate dynamic finance investment world timeless principle risk management diversification consistency financetips investmentstrategy wealthmanagement key wealth accumulation preservation http co lwujakmlrs,roundtable_grp,investment
en,## Self help Group (Shentamil shg) Loan Disbursement RS.1000000/- ##canara bank ##jothampatti branch ## Tiruppur District ## Tamilnadu .... https://t.co/BFvjqYvhm4,NulmTrp,loan
en,rt thetokentimes welcome blcr epicenter p e gaming card endless strategy game keep evolving exci,diggiee89,card
en,rt lawrenz nigerian card working internationally,AkinwonDiadem,card
en,rt distrustfnf time open card current distrust devs list might get updated creator director twitter acco,fstudio_8,card
en,big bank multiple leader sit hospital board toronto pwc kpmg mckinsey multiple investment firm wealth management expert sit across board,terraloire,investment
en,"MSI Modern 15, AMD Ryzen 7-7730U, 40CM FHD 60Hz Laptop (16GB/1TB NVMe SSD  @52490

Link : https://t.co/2ZortO1DrQ

Apply 1000rs Coupon

Bank offer : 4500 off with SBI CREDIT Card Emi Txn",Mysterydealz,card
en,digitalindia digilocker ind kudos team able keep handy aadhaar card pan card covid vaccine certificate driving license vehicle registration vehicle insurance sbi life insurance hdfc insurance uan card abha card anything missing,kingkaruna,insurance
en,"#HDFC Bank Debit Card Users ALERT! Here Is How You Can Online Disable Card Transactions To Curb Frauds.

https://t.co/5mjT8A67Rl",TimesNow,card
en,rt jaishriramtn nsitharamanoffc corporate tax reduced percent personal income tax percent bcci non taxable b,hi_sri_,insurance
en,"In the bustling financial landscape of Delhi NCR, Infosol Fintech emerges as a leading provider of Loan Against Property (LAP) services. Collaborating with esteemed banking partners such as ICICI Bank, HDFC Bank, Axis Bank, Tata Capital, and Axis

https://t.co/xG9ZAErY1M https://t.co/kgiyi5Kvp9",infosolfintech,loan
en,prabhatgoels hi prabhat goel since received response closing case request contact u toll free write u customersupport tataaig com assistance regard tata aig general insurance co ltd,TATAAIGIndia,insurance
en,rt stealthygeek gop want government built biblical value dems woot feeding poor gop wait dems healing sick,HarkCanCount,loan
en,rt iobindia multiply saving multiply gain iob fixed deposit lock money watch grow steadily http,dollar_arora,savings
en,chiragfultariya hi chirag regret inconvenience caused please share email id contact detail via direct message dm team connect resolve concern promptly regard sbi general insurance http co nky ekx,sbigeneral,insurance
ml,"പി.പി. ചിത്തരഞ്ജൻ എംഎല്‍എയുടെ നേതൃത്വത്തിൽ മൽസ്യത്തൊഴിലാളികൾ കുത്തിയിരുന്നു പ്രതിഷേധിച്ചു... #Protest #SBI #Loan #Fishermen #ManoramaNews

https://t.co/BLtvXLWH24",manoramanews,loan
en,rt iciciprulife world leading batsman surya kumar got field covered batting similarly challenge,GohainGojen,insurance
en,representative still calling clearly asked team several time remove date base interested loan overdraft etc wish visit branch loan bajaj finserv,Santana_Dharmaa,loan
en,"I have purchased the LG 1.5 ton  AC from Amazon at no cost EMI  with my SBI credit card and it showed RS  1800 discount I made a payment of RS 44,490. It showed the processing fee of 199 . My EMI was 7123 at the time of purchase but this week I just got message from my bank",kirtikohli_,card
en,rt iobindia multiply saving multiply gain iob fixed deposit lock money watch grow steadily http,love9spreader,savings
en,rt atta urrah pmforyouth one million laptop distributed among talented student r billion loan,HiraSafeer896,loan
en,rt iobindia multiply saving multiply gain iob fixed deposit lock money watch grow steadily http,jigvisa,savings
en,"@AxisBank I want to ask a question to the department of AXIS bank . How many charges will you deduct from a student's account ? Frequently you are deducting the dr. debit card charges.  If you want to deduct charges, at least  send a debit message to the account holder. Shameful.",SDebasish0117,card
en,one birla sunlife agent even snapped saying apko phd karni hai toh karlo mujhse mat pucho state company every person try fool absolutely disgusted aditya birla sun life insurance adityabirlagrp,RACHNAA17171099,insurance
en,@vineetksn We are sorry that you had such an experience. We'd like to help you with your concern related to the Flipkart Axis Bank Credit Card. Please DM us so that your details remain safe on the social platform: https://t.co/5DoqNu2BgV.,flipkartsupport,card
en,"RT @Mysterydealz: MSI Modern 15, AMD Ryzen 7-7730U, 40CM FHD 60Hz Laptop (16GB/1TB NVMe SSD  @52490

Link : https://t.co/2ZortO1DrQ

Apply…",cricket_killerr,card
en,sbi general insurance support vehicle owner affected flood offer suraksha bharosa dono sbigeneral flood sbigeneralinsurance http co n b jeojv,sbigeneral,insurance
en,"#Mo Ghara loan amount of Rs. 2 lakh has been sanctioned to Smt. Lata Das, Village-Nuagan-B under Gangadharpur GP, Block- Dharmasala. The sanction order has been handed over to the benificiary in presence of the concerned BM of UCO Bank and BDO, Dharmasala https://t.co/PJMkCSYoVI",drdajajpur,loan
en,chanchalac hi bajaj finance never ask pay amount advance like refundable processing fee gst fee verification charge loan investigated update shortly,Bajaj_Finance,loan
en,"@KotakCares You don't understand any concern. Instead of asking anyone's CRN or credit card details via DM why don't you share here what was the action taken against the above mentioned agent in a Tweet here @KotakCares
? 

@RBI
Act before anymore such incidents 
https://t.co/b7UjZPn4Bo",bhaiiiee,loan
en,rt annyeongonglee proxie bright life insurance proxieth proxieonglee http co eg g,huajai_HeN4y,insurance
en,subhash siet abhealthin write mail aditya birla health insurance ask reply mail register ur complaint irda take time per rule,hary81792220792,insurance
en,rt samsonnyimu uganda economic reforming public investment management support uganda fiscal management long term growth,AliciaMusimenta,investment
en,bajaj finserv good delivered shop even bajaj emi approval please guide,ggourav7,emi
en,loan service hyderabad loan housingloans personalloans hyderabadloans loanagainstproperty mortgageloans businessloans homeloans http co arvbyhkx,pranathipriya4l,loan
en,rt nyebe official afford car installment r salary client ok rather save r month year,lavasjj,savings
en,rt flhousedems florida insurance premium soared since desantis became governor http co ymytljh,BrianHHunt1,insurance
en,"CMD canara bank

sir I am applying an education loan through Vidya luxmi portal on 24/02/2024, but canara bank (Branch code 5987) kasya dose not attend my loan application.

today Branch manager said application is rejected .

kindly provide my , why my application is rejected https://t.co/y1BiC6N6z3",r_mridul1,loan
en,"@shift_in2_turbo Oh, but he deigned to allow the continuation of forgiveness of accounts already slated for erasure, totalling 0.06% of all student loan debt.
That certainly counts as him ""doing something,"" right? 🙄
It's as bad as Trump, trying to take credit for shit someone else already did.😒",DJClaussen71,loan
en,@TheOfficialSBI have not received pmay subsidy over my home loan even after 3 years took from SBI. When I goes to bank its employees always avoid to give necessary information and try to go away. What's rude service. It feel me wrong bank have been choosen by me.😭 @TheOfficialSBI @PMOIndia,sumenpol,loan
en,insure health hdfc ergo optimum secure health insurance get restore benefit offer restoration base sum insured enjoy rain without worrying health http co zfs lwwcsz http co cublx lzyh,rishipalchhabra,insurance
en,rt stealthygeek gop want government built biblical value dems woot feeding poor gop wait dems healing sick,ladymindful,loan
en,"@abhishek2526 We get your concern here. Please note that earnings will only be transferred to the card owner’s Amazon account. If you have borrowed an Amazon Pay ICICI Bank Credit Card, and are using it for purchase, Amazon Pay balance will not be added to your Amazon account. - Navya

 -Navya",AmazonHelp,card
en,axisbank never trust axis bank circle nodal officer bogala teja directed guskara axis brunch scam money max life insurance two employee named somnath hazra chowdhury amp sajal adikari scammed lot liquid cash customer village belari share frnds http co muwssusxyg,AyanCha55392043,insurance
en,wealth management effectively managing financial resource making smart investment decision including bond investment portfolio provide stability income diversification benefit,sami_vault,investment
en,rt bidetmarxman bankruptcy instapot framed result well made real story far sinister,DeeristDaria,loan
en,"@ICICIBank_Care i am getting calls daily from icici bank reps for FD, Loan etc. They have all my details like bank acct number, balance. This is very worrying as the acct details should not be public to marketers.",prathneo,loan
en,"@ICICIBank @ICICIBank_Care 
ICICI bank IVR got pathetic. They keep asking you your debit card no. and disconnect call even when you put in this information 4 times. They have removed option to talk to their phone banking officer. Services from RM also got pathetic...",shaltele,card
en,rt terraloire big bank multiple leader sit hospital board toronto pwc kpmg mckinsey multiple investment,cocoazafreen,investment
en,"RT @TheOfficialSBI: Discover everyday savings on essential products with SBI.
Order now!

For details, visit: https://t.co/2XyrYrHtrI

#SBI…",CGMSBIChe,card
en,rt stealthygeek gop want government built biblical value dems woot feeding poor gop wait dems healing sick,marlajoyjoyjoy,loan
en,kitco news hong kong security investment institute hksi announces offer digital asset wealth management training course help educate trader region hong kong offer digital asset training crypto trader,0xFordham,investment
en,chrisdmowrey instead demanding loan forgiveness demand affordable college amp university country student debt exist affordable corruption college problem,mchuntcraftnet,loan
en,rt watsonsvintage new listing oh one adorable vintage greeting card ever seen ha,OriginalHairgem,card
en,@DevonGarbus @shift_in2_turbo Harvard Law seems to believe he can pass student loan forgiveness. What do you know that Harvard Law doesn't? https://t.co/JRqtcoOUZq,HanlonsShop,loan
en,"RT @HTMumbai: ICICI Bank sanctioned  ₹300-crore loan to Videocon Group company when it had no cash flow: CBI 

(reports @charulshahjoshi)
h…",kchaudhari744,loan
en,"@Yishay__Majors @shift_in2_turbo Why would anyone want you to go on when you couldn't get 3 points out without laughably shitting yourself

Administered student loan forgiveness? Oh so people got loans forgiven?

Or did he do the exact thing people said wouldn't work and it didn't work? 

Get a spine blue MAGA",JKIsBackBaby,loan
en,"@nalarn1 @single_spacer @JimMuessig @kylegriffin1 Can you show provide this misleading quote from ""Society""? 

Because I can show you a PPP app where it states the loan will he forgiven, and I can speak first-hand about my student loan repayment.

Yes, your feelings are hard to follow when we're discussing loan language.",turbo_beef,loan
en,prasadkumarvs hi thanks reaching u request please share email id contact detail via direct message dm connect address query regard sbi general insurance,sbigeneral,insurance
en,American Express Credit Card Payment https://t.co/b8wsCe2C2j,i_tsnas,card
en,"@badani_mustafa customers. Sample of SMS communication: To avoid HDFC Bank Credit Card closure, complete Re-KYC as per RBI. Manipal Business Solutions agent will call and visit you to update your details. Re-KYC through Video KYC: This process is through a consent based audio-visual interaction",HDFCBank_Cares,card
en,rt pinkforbin told guy love bingbing much look cooing collect everyone heart,dandileos,card
in,"da chem 44 tylli ki Debit Card ka HDFC Bank, kawi yong ka...
Chah kem ki arngut kiwa sai tooh ya ka poisa na ki ATM ha Meghalaya 
https://t.co/9Lomue3aCp",Wyrta4,card
en,sonusood aditya birla sunlife insurance help help work would great help could give policy people side make house good request much,nikhiljyoti_t,insurance
en,rt shaikk bajaj finserv blocking bajaj emi card provide benefit want permanently deactivate bajaj,MMazzharr,card
en,bajaj finserv satyam gupta dont want card pathetic people please stop fraud people collect data telling something else taking money bajajfinservfraud,baraklava,card
en,"Built the way to success with IDBI Bank’s i_Learn Education Loan. Start your journey today! For more details, visit: https://t.co/Dd9fjLH3AF… #IDBIBank #EducationLoan https://t.co/vXJ0TzVE4p",IDBI_Bank,loan
en,bajaj finance want close bajaj emi card permanently tell process card useless,Niraj_1609,emi
en,"LG 6 in 1 Convertible 1.5 Ton 5 Star Inverter Split AC with 4 Way Swing (2023 Model, Copper Condenser)

Deal Price: Rs 41,990

HDFC/ICICI Bank Credit Card Price: Rs 40,490

Offer Link: https://t.co/wTMuH8j9Bk

#Croma - A Tata Enterprise (Wishlist Sale)

#Ad",discountsdeck,card
en,"@ICICIBank_Care @ICICIBank And one more spam call. From +912268736412 this time. Utterly unsolicited. For a not required loan from an i-dont-care-i dont see- bank (ICICI Bank)

@TRAI #spamalert #dnd",redeemedlawyer,loan
en,bajaj holding time long classic text book pattern write name comment buying thalapathy tradesetup investment stockstobuy http co tkpdcvr,BuyTriibe,investment
en,rt mohiniwealth key stock update th july marico ujjivan small finance asian paint adani wilmar adani enterprise ltimindtree tata po,Yogi210875,card
en,rt mohiniwealth key stock update th july marico ujjivan small finance asian paint adani wilmar adani enterprise ltimindtree tata po,officeaksingh,card
en,rt cheruiyotkb emergency fund cover sudden unexpected cost e g medical bill car repair job loss also help avoid relia,FinLitBae,insurance
en,rblbank bajaj finserv rblbank bajaj finserv reason want use card tried first time happened expected kind issue happened one friend also,Sunnysh22575482,card
en,rt atanuchoudhury insure health hdfc ergo optimum secure health insurance get restore benefit offer restorati,AtanuChoudhury1,insurance
en,rt naandikat sensitive data kotak life idfcfirstbank theofficialsbi amp helloturtlemint compromised dark web,ForbesIndia,insurance
en,extra fund wish grow time fly first federal saving bank today take advantage super month cd special earn apy month cd minimum opening deposit http co xhh plhqov,ffbanking,savings
hi,"RT @AmarUjalaNews: Bihar Crime News: एक्सिस बैंक से नकली सोना देकर लिया सवा करोड़ का लोन, 30 लोगों पर FIR दर्ज; दो गिरफ्तार
https://t.co/Br…",NareshJ71554591,loan
en,"@TheOfficialSBI 
I had overpaid in my SBI card. After that I requested the bank to refund my credit balance, I shared all the documents they asked for but every time they bring something new.",chhipa_a86491,card
en,rt richort elonmuskcrp pawswap decentralized utility pawchain dao bridge wallet aggregator remittance platfo,gerbeev333,loan
en,"RT @HTMumbai: ICICI Bank sanctioned  ₹300-crore loan to Videocon Group company when it had no cash flow: CBI 

(reports @charulshahjoshi)
h…",Peaceful_IC,loan
en,wga sag aftra dealing mainly publicly traded company company fiduciary responsibility shareholder netflix example share held institutional investor bank hedge fund insurance company etc,Pappiness,insurance
en,"@TheOfficialSBI I cleared my loan with full interest in 2021 till date SBI failed to return property documents submitted at the time of loan approval 
After paying all this full big interest 
I think bank officials should not be expecting anything extra from me to return documents",hebbalu_sonal,loan
en,Fisherfolk lay siege to Alappuzha SBI office after bank loses loan documents #SBI #Alappuzha #Fisherfolk https://t.co/DUIfc5v9ZO,madhyamam_eng,loan
en,aloktripathi hi greeting bajaj finance please visit http co f tefi view loan application status feature available personal loan business loan professional loan chartered accountant engineer doctor thank hashim,Bajaj_Finance,loan
en,bajaj finserv im unable use emi card e commerce platform please suggest wat need done,TheMeowwwLady,emi
en,insure health hdfc ergo optimum secure health insurance get restore benefit offer restoration base sum insured enjoy rain without worrying health http co udkbrq quy http co klx zg mvb,VikashN93579174,insurance
en,thrilled welcome aarthi ramakrishnan head strategy one asset enhance focus global asset management gift city platform year experience seasoned investment banker business leader aarthi brings wealth expertise http co f uxzj njy,360ONEAsset,investment
en,hawksmoor investment management filled chief operating officer void seek expand business acquisition firm investment team oliviabybel writes http co dt tnomh,CitywireWealth,investment
en,metamates ape lounge remarkably talented team artist developer discord moderator bootstrapped investor investment bank wealth management venture capital powerful tech team playtoearn nft nfts nftcommunity http co hxvpfslstt,isaiahlaan2422,investment
en,@TheOfficialSBI I need help with my sbi credit card as no one is helping me out. I contacted the bank they refused to do anything even your customer service  number unable to help me out.,Linuxvania,card
en,rt thehersheybears schedule best way guarantee ticket joining group priority list place dep,stlrgrl81,savings
en,ejr gaming annabal lecter humansnocontext p yo mother sort governor car keep speed max mph get ny insurance discount last yr,GerryDrobnicki,insurance
en,rt ey india watch transformationjourney icici lombard largest private sector non life insurer company india successful,kipzs,insurance
en,bajaj finance rblbank called holding card many year outcome,Impratik777,card
en,"@ICICIBank @ICICIBank_Care Need to close my ICICI Bank Credit Card, closure option in netbanking does not work. Trying for last 7-8 days. Please guide how to close it. Emails get bounce back.",allindiatourst,card
en,"Redmi (43 Inches) 4K Ultra HD Smart LED TV at 20,749 With SBI/ICICI Credit Card.

https://t.co/lok4Bdna07

Lloyd 1.5 Ton 4 Star Fixed Speed Window AC at 25499 With Bank Offer

https://t.co/B9W4tBr2Bw",realQuickDeal,card
en,How to cancel debit card reissue in HDFC Bank? @HDFC_Bank @HDFCBankNews @HDFCBank_Cares,imMdTabrez,card
en,adilprank please avoid sharing sensitive information may misused fraudsters result financial loss personal detail like mobile number id address proof emi card number etc social medium platform please share via dm,Bajaj_Finance,emi
en,"Citing misleading promotional commitment from @ICICIBank. Loan file no R-05100613-L, Approved but not disbursed!  I am  being cornered to take action with ICICI bank. A bank that gives false commitments will not be tolerated and action will be taken.#ICICIBank #LoanChargeScandal https://t.co/SazkRo2JdK",LanzenRodrigues,loan
en,rt iobindia multiply saving multiply gain iob fixed deposit lock money watch grow steadily http,RajeshMeenaiob,savings
en,bajaj finance long conversation phone last night u took card blocking request u blocked emi add card yet,amitdeoji,emi
en,rt bajajallianzlic isro stellar planning taking india whole new world let align lifegoals soar infinity beyo,AwesheshK,insurance
en,rt myromancelist way p max slow blinked said nong nat free life insurance like little cat telling nanat,mochifox_,insurance
en,come youuuu card http co uzeuhezlw,dannyhotspur81,card
en,afford lifestyle afford life insurance detail kindly contact http co ajzwazeeqb manikandan lic tirupur instagram instagood love like follow photography photooftheday instadaily likeforlikes pi http co k pe rttmu,MANIINSUR3,insurance
en,tata crucible b bajaj allianz general insurance followed amp participated fb instagram twitter linkedin platform amp subscribed youtube channel tatacrucibleweekly tatacrucible tatacrucibleweeklycontest curiousminds tata crucible tag shwetas k guj rujuta rao http co iiui zhy x,SubhraBera17,insurance
en,friday thought first job http co ax vhqgcyh one wealth management investment advisory service llc registered investment adviser platform solely informational purpose past performance guarantee future return investing invo http co pqii uuedb,OneWealthMgmt,investment
en,"@HDFCLIFE 
My policy premium is converted to Loan without my knowledge. Its been 20 days I wrote a detailed mail to people and service IDs but no response.  
Every act, actions are surprising and disappointing from a reputed bank like @HDFC_Bank .
@HDFCBank_Cares @HomeLoansByHDFC",raghuraj,loan
en,"RT @CreditYodha: 🚨 Don't apply for any Axis Bank Credit Card for few weeks based on rewards it's providing currently.

Lot of changes are i…",Tanmay_Br,card
en,"Respected @narendramodi ji @PMOIndia, @TheOfficialSBI and @RBI, i went to SBI Bank BB Vasundara branch, jubilehills for skill loan. Officer informed me about https://t.co/k9UZbVNLhU i am a student, how can i provide security.Then what is the meaning of skill loan,skill india. https://t.co/N2IuRYphht",kottha_narendar,loan
en,joshray please avoid sharing sensitive information may misused fraudsters result financial loss personal detail like mobile number id address proof emi card number etc social medium platform please share via dm,Bajaj_Finance,emi
en,hi join start earning money sofi checking saving earn apy pay account fee use link sign get bonus set direct deposit http co btfpozxot,yoursolprovider,savings
en,rt politicussarah statement president biden called republican complaining new action forgive billion,haldonahue,loan
en,rt iciciprulife world leading batsman surya kumar got field covered batting similarly challenge,SSharmajsr,insurance
en,swiggycares reliance hi working swiggy delivery partner three year gold membership cannot able add dependent detail insurance tried many time showing dependent detail whta please help,Amuthasreejith,insurance
en,"RT @discountsdeck: #Croma 7.5 kg 5 Star Fully Automatic Top Load Washing Machine

MRP: Rs 24,000

Deal Price: Rs 12,790

HDFC Bank Credit C…",Shahzad53596525,card
en,rt annyeongonglee proxie bright life insurance proxieth proxieonglee,mcmxx33,insurance
en,ill wanted cancel insurance get full money today went isbt branch sbi life told r deposited insurance called agent repeatedly picking call want full amount,SonuMaithil4,insurance
en,"RT @Mysterydealz: MSI Modern 15, AMD Ryzen 7-7730U, 40CM FHD 60Hz Laptop (16GB/1TB NVMe SSD  @52490

Link : https://t.co/2ZortO1DrQ

Apply…",264EdenGardens,card
en,@TheOfficialSBI Okhayb! but this complaint site is asking for debit card number. Is it save to give Atm debit card no as its indicated from sbi bank do not share atm card no,Siddhartha50311,card
en,rt whitehouse big news usedgov begin notifying borrower federal loan discharged following fix income dri,jameslander,loan
en,rt robtebbutt look value tonight card across boxing landscape kellyc,JordanPollock_,card
es,Tarjeta American Express Gold Card y Platinum Credit Card ¿cuál elegir? https://t.co/UtbPxjkQaj,RankiaMexico,card
en,rt galacticmichi seen already received card still waiting mine really happy feedback,JimmyTheHo81088,card
en,man top stock holding like secret diary reveal true value priority top amp st acquisition date navin flurorine tube investment bajaj finserv srf berger paint,Coolfundoo,investment
en,"Absolutely fed up with shitty @ICICIBank they've hired a bunch of fucking parrots who just repeat same and same thing and gives wrong information.Never have a credit card of Icici bank they just fool us and don't have proper customer service. Just some idiots at work.
#ICICIBank",nayanpandey08,card
en,@SatyamRai2017 We understand your concern about the Flipkart Axis Bank Credit Card. Please contact the bank on 1860-419-5555 for further assistance. Appreciate your understanding.,flipkartsupport,card
en,"RT @Mysterydealz: MSI Modern 15, AMD Ryzen 7-7730U, 40CM FHD 60Hz Laptop (16GB/1TB NVMe SSD  @52490

Link : https://t.co/2ZortO1DrQ

Apply…",HailForTheRebel,card
en,sheikh mohammed tour dubai metro uae start without loan top trendingstories afternoon july http co lf l wi r,gulf_news,loan
en,pi mojado jeff lentsjaak alion truth comboverwhelmed ghost digivorr heartlesscreat karlton theangrypundit synyster hamradiojoe momothra torrietruth klhu lietdansnewlegs sasquatch eva cl ntonserver princesspbbaby raymosher peterfee perinejennifer aggressivedem antwindmill teekeemon skeeduu mistressredwasp backtobacktoday kenwali vincegottalotta brilldarren capitaloffense artyshouse jimlikesbb jkoff blueresin adkav tastymorsel ltlnicky potusalyingliar tip ct najjar richard lanemancini angryfleas workersutopia jlionstar booda great educatingtrump kelledin iamghostoftick big difference investment firm investing wealth management advisor russian government controlled entity gifting million cash clinton crime family,AllyFromCali23,investment
en,rt cheruiyotkb emergency fund cover sudden unexpected cost e g medical bill car repair job loss also help avoid relia,kennedymutugiJ2,insurance
en,bajaj finance explain bajaj finance block card even associated civil seems puzzling customer would appreciate clarity matter bajajfinance cardblockquery,FaizyShaikh33,card
en,rt debtjustice four year ago bank said would publish detail loan lower income government two bank,ShanShambles,loan
en,"RT @TheOfficialSBI: Enjoy a seamless travel experience with our SBI RuPay NCMC card.
Know more: https://t.co/pnWCQhcFX5 &amp;
https://t.co/nr9o…",ii_anogh,card
en,"@mishra_baibhav @HDFC_Bank Debit or credit ?

For credit card, cvv isn’t necessary for saved cards in online trans, that’s what @ICICIBank_Care replied tome saying it’s allowed by RBI.

 But, yes OTP absolutely necessary.",Ranjan_Nayak,card
en,"RT @DrSenthil_MDRD: Standing commitee of Health and Family Welfare Interacted in #Mumbai with representatives of
SBI
BOB
Union Bank
Central…",ALLAHUD72590431,loan
en,rt refugeewomen ikea finally responded hundred email card urging end harmful contract mitie saying,ryusufedit,card
in,"RT @protonlala: Siapa rasa nak tukar selera pakai kereta TURBO &amp; nak DAPAT kereta bulan 12 ni juga cepat click ni 👇🏻
https://t.co/b00IfCz7U…",LVGIF,loan
en,rbi necessary take insurance opening new account sbi sbi bank branch medical college meerut opening account said without taking insurance open account mandatory take insurance branch code,Prasuyadav0000,insurance
en,rt tinamcdermott nevertrumpneve basically junk insurance reliance fema grifter manmadedisaster,reginaw50361,insurance
en,rt eocs official missed week commonstreasury session multi occupancy building insurance catch http,LostInSW19,insurance
en,@nsitharamanoffc @TheOfficialSBI @nsitharaman @DrTamilisaiGuv @PIB_India @pibchennai @FinMinIndia @DFS_India @MIB_India @DDNewslive @airnewsalerts I need help with my sbi credit card as no one is helping me out. I contacted the bank they refused to do anything even your customer service  number unable to help me out.,Linuxvania,card
en,rt iciciprulife world leading batsman surya kumar got field covered batting similarly challenge,hansrajyadavsp,insurance
en,rt lindyli jared kushner got billion saudi arabia million uae billion extorted qatar bail f,GoldfingerMarko,loan
en,rt licindiaforever lic dhan vriddhi non linked non participating individual saving single premium life insurance plan,REHOBOTHTRADES,insurance
en,rt amitbansal bajaj finserv finminindia rbi narendramodi mib india much getting call daily differe,Pragya994,loan
en,"@mathur_adarsh Hi Adarsh, we are open to help you! Please share your concerns related to debit card via DM so that we may assist you at the earliest. Regards, Team Axis Bank. https://t.co/S8xhHTXwG7",AxisBankSupport,card
en,"I would suggest to go with @ICICIBank credit card, as my dad is holding one and their service is top-notch, it was my worst mistake to open an a/c in @HDFC_Bank.",rahulj642,card
en,RT @EconomicTimes: The State Bank of India (SBI) has increased the marginal cost of funds-based lending rate (MCLR) by 5 basis points (bps)…,Mishalyadavv,loan
en,rt coolfundoo man top stock holding like secret diary reveal true value priority top amp st ac,Coolfundoo,investment
en,rt ayancha axisbank never trust axis bank circle nodal officer bogala teja directed guskara axis brunch scam money max,AyanCha55392043,insurance
